CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year
4/5/24 2:35,6840647.0,CT0014300,Torrington,Racial Profile,5,24-10783,Case No.,"Thursday, April 4, 2024",April,W,N,F,20,True,False, TORRINGTON,HIGHLAND AVE,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,I,4/4/24 17:10,Infraction Ticket,,,False,1.0,CT0014300,20240405023538000001,4/4/24 17:10,5:10:00 PM,2024,,,Speed Related,2024
4/5/24 2:35,6840649.0,CT0014300,Torrington,Racial Profile,5,24-10795,Case No.,"Thursday, April 4, 2024",April,B,N,F,40,True,True, TORRINGTON,HIGHLAND AVE,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,I,4/4/24 19:22,Infraction Ticket,,,False,1.0,CT0014300,20240405023538000001,4/4/24 19:22,7:22:00 PM,2024,,,Speed Related,2024
1/20/24 2:35,6767569.0,CT0014300,Torrington,Racial Profile,5,24-1997,Case No.,"Friday, January 19, 2024",January,W,N,M,20,True,False, TORRINGTON,NEW LITCHFIELD ST,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,I,1/19/24 19:28,Infraction Ticket,,,False,1.0,CT0014300,20240120023524000001,1/19/24 19:28,7:28:00 PM,2024,,,Speed Related,2024
1/20/24 2:35,6767570.0,CT0014300,Torrington,Racial Profile,5,24-2002,Case No.,"Friday, January 19, 2024",January,W,H,F,21,True,False, TORRINGTON,SOUTH MAIN ST,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,I,1/19/24 20:51,Infraction Ticket,,,False,1.0,CT0014300,20240120023524000001,1/19/24 20:51,8:51:00 PM,2024,,,Speed Related,2024
8/27/24 2:35,7015909.0,CT0014300,Torrington,Racial Profile,5,24-27874,Case No.,"Monday, August 26, 2024",August,W,N,M,57,True,True, TORRINGTON,NEW LITCHFIELD ST,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,W,8/26/24 11:41,Written Ticket,,,False,1.0,CT0014300,20240827023518000001,8/26/24 11:41,11:41:00 AM,2024,,,Speed Related,2024
8/27/24 2:35,7015910.0,CT0014300,Torrington,Racial Profile,5,24-27878,Case No.,"Monday, August 26, 2024",August,B,N,M,24,True,True, TORRINGTON,NEW LITCHFIELD ST,  ,  ,V,G,1.0,0,14-218,,False,N,False,False,W,8/26/24 12:12,Written Ticket,,,False,1.0,CT0014300,20240827023518000001,8/26/24 12:12,12:12:00 PM,2024,,,Speed Related,2024
3/20/24 2:35,6838074.0,CT0014300,Torrington,Racial Profile,5,24-8893,Case No.,"Tuesday, March 19, 2024",March,W,H,F,44,True,True, TORRINGTON,KLUG HILL RD,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,W,3/19/24 17:41,Written Ticket,,,False,1.0,CT0014300,20240320023528000001,3/19/24 17:41,5:41:00 PM,2024,,,Speed Related,2024
3/20/24 2:35,6838077.0,CT0014300,Torrington,Racial Profile,5,24-8899,Case No.,"Tuesday, March 19, 2024",March,W,H,F,30,True,True, TORRINGTON,HIGHLAND AVE,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,I,3/19/24 18:40,Infraction Ticket,,,False,1.0,CT0014300,20240320023528000001,3/19/24 18:40,6:40:00 PM,2024,,,Speed Related,2024
4/19/24 2:35,6863240.0,CT0014300,Torrington,Racial Profile,6,24-12591,Case No.,"Thursday, April 18, 2024",April,W,N,M,29,True,True, TORRINGTON,MAIN ST,  ,  ,I,G,1.0,0,14-36(a),,False,N,False,False,N,4/18/24 21:30,No Disposition,,,False,1.0,CT0014300,20240419023527000001,4/18/24 21:30,9:30:00 PM,2024,,,Unlicensed Operation,2024
4/3/24 2:36,6840384.0,CT0014300,Torrington,Racial Profile,6,24-1278,Case No.,"Friday, January 12, 2024",January,W,H,M,17,True,False, TORRINGTON,PROSPECT ST,  ,  ,E,G,2.0,0,14-147(c),,False,N,False,False,I,1/12/24 22:29,Infraction Ticket,,,False,1.0,CT0014300,20240403023603000001,1/12/24 22:29,10:29:00 PM,2024,,,Administrative Offense,2024
